1.20435e-06	-0.021193	1.21872e-06	-0.0212491	0.508101	0.420343	90.123	70.7863	1.20344e-06	-0.0224674	1.21867e-06	-0.0230348	1.20337e-06	-0.0249994	1.21857e-06	-0.0237191	1.20334e-06	-0.0246322	1.21843e-06	-0.0246394	1.20327e-06	-0.0223041	1.21857e-06	-0.0205266	1.20323e-06	-0.0264239	1.21854e-06	-0.0250685	1.20324e-06	-0.0241387	1.21848e-06	-0.0251746	1.20316e-06	-0.0230312	1.21846e-06	-0.0232363	1.20321e-06	-0.0240278	1.21816e-06	-0.0253451	1.20286e-06	-0.0247967	1.21842e-06	-0.0234401	1.2032e-06	-0.0245202	1.21845e-06	-0.0274348	1.20319e-06	-0.0244498	1.21857e-06	-0.0238681	1.20324e-06	-0.0239325	1.21867e-06	-0.0245237	1.20339e-06	-0.0267482	1.2186e-06	-0.0264299	0.508435	0.42019	0.508571	0.420394	0.508287	0.420316	0.50864	0.419593	0.50858	0.41957	0.508187	0.419843	0.508517	0.42019	0.508657	0.420234	0.508717	0.420521	0.508578	0.419874	0.508348	0.420369	0.508665	0.419248	0.508714	0.420179	90.1382	71.0649	90.1521	71.5109	90.1917	71.5422	90.1775	71.5505	90.1472	69.1542	90.1488	69.793	90.1487	72.5156	90.2007	71.9254	90.2242	66.4983	90.1958	66.8153	90.2707	68.0826	90.2508	66.7161	90.2188	66.8627
1.20437e-06	-0.0216961	1.21873e-06	-0.0217247	0.508399	0.420374	90.1387	70.905	1.20345e-06	-0.0235236	1.21866e-06	-0.023669	1.20339e-06	-0.0256968	1.2186e-06	-0.0241625	1.20335e-06	-0.0241685	1.21842e-06	-0.024631	1.20326e-06	-0.0223398	1.21852e-06	-0.0206006	1.20324e-06	-0.026896	1.21853e-06	-0.0249159	1.20325e-06	-0.0244212	1.21847e-06	-0.0254226	1.20319e-06	-0.0225544	1.21844e-06	-0.0231588	1.20321e-06	-0.0244176	1.21817e-06	-0.0254142	1.20289e-06	-0.0247467	1.21841e-06	-0.0233197	1.20319e-06	-0.0244057	1.21845e-06	-0.0260317	1.20322e-06	-0.0248837	1.21856e-06	-0.0234783	1.20326e-06	-0.0232494	1.21867e-06	-0.0253201	1.20343e-06	-0.0258243	1.21858e-06	-0.0258923	0.50892	0.420656	0.508397	0.420672	0.50838	0.420413	0.508556	0.420167	0.508564	0.419308	0.507923	0.419065	0.508406	0.419974	0.508491	0.420351	0.5086	0.42092	0.508586	0.41904	0.508065	0.419799	0.508655	0.418872	0.508504	0.42003	90.1642	71.1934	90.1606	71.4325	90.1952	71.4896	90.1716	71.9943	90.154	69.5078	90.1743	69.8689	90.1927	72.3867	90.1847	72.1369	90.2143	66.4698	90.2329	66.7839	90.2711	68.4751	90.1957	66.9862	90.2219	66.8075
1.20439e-06	-0.0216401	1.21875e-06	-0.0207436	0.508622	0.420755	90.1362	70.9585	1.20347e-06	-0.0222576	1.21864e-06	-0.0236225	1.20339e-06	-0.0258207	1.21862e-06	-0.0234783	1.20336e-06	-0.0240266	1.21841e-06	-0.0250292	1.20326e-06	-0.022856	1.21847e-06	-0.0211871	1.20326e-06	-0.0268519	1.2185e-06	-0.0246537	1.20325e-06	-0.0245905	1.21845e-06	-0.0254166	1.2032e-06	-0.0218379	1.2184e-06	-0.0228095	1.20321e-06	-0.0243843	1.21816e-06	-0.0252664	1.20288e-06	-0.0236452	1.2184e-06	-0.0227332	1.20317e-06	-0.0234771	1.21847e-06	-0.0260007	1.20324e-06	-0.0252056	1.21855e-06	-0.0233889	1.20328e-06	-0.0239611	1.21865e-06	-0.0259042	1.20346e-06	-0.024811	1.21857e-06	-0.0258625	0.508817	0.421038	0.508555	0.420564	0.508599	0.42034	0.508498	0.420917	0.508751	0.419672	0.508147	0.419359	0.50807	0.419586	0.508679	0.4212	0.508492	0.42135	0.508558	0.418719	0.508024	0.420201	0.508678	0.418986	0.508555	0.41976	90.1704	71.0368	90.1474	71.644	90.1929	71.3981	90.2049	71.848	90.1449	69.5552	90.1319	70.248	90.1805	72.2716	90.1722	72.2162	90.1908	66.6328	90.2618	66.9632	90.2459	68.2685	90.229	67.0389	90.2627	66.4619
1.20442e-06	-0.0221384	1.21875e-06	-0.0189972	0.508829	0.421028	90.1465	70.5819	1.20349e-06	-0.0225317	1.21866e-06	-0.0231218	1.2034e-06	-0.0245082	1.21862e-06	-0.023942	1.20337e-06	-0.0241447	1.2184e-06	-0.0243878	1.20323e-06	-0.0218093	1.21845e-06	-0.0223088	1.20329e-06	-0.0264132	1.21847e-06	-0.0245929	1.20325e-06	-0.0240242	1.21843e-06	-0.0263011	1.20321e-06	-0.0216961	1.21837e-06	-0.0226843	1.20321e-06	-0.0248468	1.21814e-06	-0.0243497	1.20289e-06	-0.0231493	1.21842e-06	-0.0231874	1.20315e-06	-0.0230944	1.21847e-06	-0.0258672	1.20327e-06	-0.025605	1.21856e-06	-0.0250626	1.20331e-06	-0.0248313	1.21864e-06	-0.02599	1.20351e-06	-0.0251794	1.2186e-06	-0.0263524	0.508771	0.421185	0.508288	0.420545	0.508116	0.4199	0.508584	0.421475	0.50853	0.419431	0.508356	0.420057	0.508168	0.419698	0.508639	0.421249	0.508512	0.421684	0.508457	0.418504	0.508034	0.420918	0.50844	0.418692	0.508631	0.419844	90.1879	71.3062	90.1198	71.7142	90.1705	71.8658	90.2156	71.7234	90.173	69.2012	90.1227	70.2039	90.1683	72.4136	90.1618	71.8475	90.1701	66.6678	90.2632	67.3934	90.2236	68.1304	90.2808	66.7931	90.2393	66.755
1.20444e-06	-0.0215137	1.21873e-06	-0.019393	0.508995	0.421008	90.1376	70.9251	1.20349e-06	-0.0228941	1.21867e-06	-0.0228119	1.20342e-06	-0.0236595	1.21861e-06	-0.0241685	1.20339e-06	-0.023942	1.21842e-06	-0.0244594	1.20323e-06	-0.0206149	1.21845e-06	-0.0214374	1.20329e-06	-0.0263786	1.21845e-06	-0.0248682	1.20327e-06	-0.0241268	1.21843e-06	-0.0258756	1.20324e-06	-0.0217104	1.21836e-06	-0.0222898	1.20321e-06	-0.024159	1.21811e-06	-0.0243509	1.20293e-06	-0.0233543	1.21841e-06	-0.0233483	1.20315e-06	-0.0226021	1.21845e-06	-0.0260365	1.20328e-06	-0.0251102	1.21856e-06	-0.0252092	1.20333e-06	-0.0257528	1.21866e-06	-0.0257516	1.20353e-06	-0.0251329	1.21866e-06	-0.0257695	0.508646	0.422066	0.508268	0.421249	0.507908	0.420521	0.508587	0.421734	0.508466	0.419525	0.508254	0.420439	0.508337	0.420138	0.508612	0.420835	0.508603	0.421896	0.508319	0.419613	0.508333	0.421174	0.508604	0.418798	0.508363	0.420735	90.168	71.1562	90.1394	71.8878	90.1676	72.0822	90.1862	71.6774	90.1819	69.4747	90.1452	69.9967	90.1546	72.2829	90.153	71.6716	90.1734	66.735	90.25	67.8202	90.2127	67.772	90.2647	66.939	90.2064	66.7063
1.20445e-06	-0.0204694	1.2187e-06	-0.020709	0.508864	0.421627	90.1411	71.077	1.20351e-06	-0.0228918	1.21864e-06	-0.0230479	1.20343e-06	-0.0235391	1.21858e-06	-0.0244272	1.20341e-06	-0.0247025	1.21848e-06	-0.0252163	1.20326e-06	-0.0210559	1.21845e-06	-0.0210106	1.20329e-06	-0.0262141	1.21847e-06	-0.0242269	1.20331e-06	-0.0240767	1.21844e-06	-0.0255895	1.20324e-06	-0.022366	1.21835e-06	-0.0219381	1.20323e-06	-0.0232887	1.21807e-06	-0.0239849	1.20295e-06	-0.0234294	1.21836e-06	-0.023725	1.20316e-06	-0.0233173	1.21843e-06	-0.0252056	1.20327e-06	-0.0238562	1.21854e-06	-0.0242698	1.20334e-06	-0.0261343	1.21867e-06	-0.0248694	1.20353e-06	-0.025866	1.21866e-06	-0.0249207	0.5083	0.421551	0.508066	0.421698	0.507932	0.421345	0.50868	0.421546	0.508745	0.420578	0.508245	0.421438	0.508211	0.420498	0.508574	0.420932	0.508581	0.421393	0.508342	0.420208	0.508577	0.421487	0.508757	0.419296	0.508356	0.421461	90.2002	71.4786	90.1502	71.8595	90.1596	72.1373	90.1556	71.8201	90.1868	69.5594	90.1446	69.884	90.129	72.4903	90.1531	71.892	90.1917	66.7845	90.253	67.9397	90.1968	67.678	90.2559	67.3704	90.2008	67.056
1.20446e-06	-0.0195944	1.21867e-06	-0.021323	0.508605	0.422245	90.1513	70.9807	1.20357e-06	-0.0227344	1.2186e-06	-0.0231409	1.20344e-06	-0.0243056	1.21855e-06	-0.02509	1.20343e-06	-0.0243509	1.21851e-06	-0.0260878	1.20328e-06	-0.020839	1.21843e-06	-0.0211954	1.20331e-06	-0.0257421	1.21847e-06	-0.0245643	1.20335e-06	-0.024091	1.21844e-06	-0.0249982	1.20318e-06	-0.0225806	1.21833e-06	-0.0217342	1.20326e-06	-0.023365	1.21804e-06	-0.0243068	1.20295e-06	-0.0235164	1.21833e-06	-0.024209	1.20315e-06	-0.0230777	1.21844e-06	-0.0249696	1.20325e-06	-0.0240707	1.21852e-06	-0.0233114	1.20337e-06	-0.0254416	1.21865e-06	-0.0247717	1.20351e-06	-0.0254858	1.21858e-06	-0.0250042	0.508221	0.421084	0.508094	0.421826	0.508302	0.421548	0.508744	0.421644	0.508568	0.420713	0.508478	0.421234	0.508322	0.42123	0.508611	0.420281	0.508554	0.421902	0.508618	0.419915	0.508393	0.42182	0.508604	0.419786	0.508672	0.421761	90.1766	71.7802	90.1464	71.7895	90.1783	72.0469	90.1499	71.8999	90.199	69.3013	90.1673	70.1687	90.1246	72.4644	90.1693	72.1588	90.1847	66.9794	90.2639	67.9213	90.2244	68.0291	90.2625	67.529	90.1902	66.9201
1.20446e-06	-0.019877	1.21864e-06	-0.0210881	0.508443	0.42174	90.127	71.3067	1.20363e-06	-0.0228119	1.21856e-06	-0.0231302	1.20346e-06	-0.0245428	1.21851e-06	-0.0252795	1.20346e-06	-0.0241029	1.21847e-06	-0.0248528	1.20326e-06	-0.0210214	1.2184e-06	-0.0208056	1.20334e-06	-0.0265312	1.21846e-06	-0.0248635	1.20337e-06	-0.0249887	1.2184e-06	-0.0236452	1.20315e-06	-0.0208294	1.21832e-06	-0.0226283	1.20329e-06	-0.0236213	1.21803e-06	-0.0246501	1.20295e-06	-0.0239158	1.21832e-06	-0.0241518	1.20314e-06	-0.0231159	1.21848e-06	-0.0251842	1.20325e-06	-0.0237238	1.21852e-06	-0.0229621	1.20341e-06	-0.0258529	1.21862e-06	-0.0260377	1.2035e-06	-0.0252199	1.21851e-06	-0.0250661	0.508245	0.421757	0.50855	0.422591	0.508609	0.421417	0.508838	0.422156	0.508341	0.420846	0.508424	0.421658	0.508021	0.421002	0.508614	0.421118	0.508696	0.422868	0.508714	0.420302	0.508435	0.422754	0.508496	0.420245	0.508652	0.421679	90.1249	71.9689	90.1475	72.0624	90.1578	72.3432	90.2042	71.7118	90.1947	69.4794	90.2071	70.6763	90.1277	72.3841	90.189	72.2359	90.1483	66.7456	90.2269	68.2764	90.2484	67.8921	90.2484	67.6486	90.2064	67.3564
1.20445e-06	-0.0202358	1.21864e-06	-0.020951	0.508343	0.422413	90.1313	71.3305	1.20364e-06	-0.0228941	1.21855e-06	-0.0236523	1.20346e-06	-0.0249469	1.21851e-06	-0.025115	1.20348e-06	-0.0236416	1.21841e-06	-0.0250113	1.20325e-06	-0.0210845	1.21839e-06	-0.0216973	1.20334e-06	-0.0262582	1.21846e-06	-0.025655	1.20339e-06	-0.024333	1.21837e-06	-0.0235093	1.20317e-06	-0.0209391	1.21832e-06	-0.0228715	1.20332e-06	-0.0230861	1.21803e-06	-0.0248337	1.20297e-06	-0.0240588	1.21833e-06	-0.0231242	1.20319e-06	-0.0243056	1.21847e-06	-0.0264049	1.2033e-06	-0.0244129	1.2185e-06	-0.0228798	1.20344e-06	-0.0260949	1.2186e-06	-0.0265789	1.20351e-06	-0.025177	1.21851e-06	-0.0252283	0.508372	0.422072	0.50894	0.42266	0.508817	0.422235	0.508839	0.423006	0.508519	0.421153	0.508196	0.4224	0.508094	0.421602	0.508652	0.42103	0.508304	0.42268	0.508718	0.421299	0.508486	0.42294	0.508561	0.420883	0.508643	0.422598	90.1152	71.5887	90.1303	72.187	90.1367	72.7504	90.1942	71.3522	90.1637	69.5547	90.1902	70.8345	90.182	72.4408	90.1742	72.4047	90.1822	66.74	90.2192	68.422	90.2395	67.9174	90.2512	67.647	90.207	67.8719
1.20446e-06	-0.0210202	1.21868e-06	-0.0224125	0.508358	0.422256	90.1331	70.984	1.20362e-06	-0.0222778	1.21857e-06	-0.0240016	1.20347e-06	-0.0252748	1.21854e-06	-0.024488	1.20347e-06	-0.0235486	1.21842e-06	-0.0246119	1.20325e-06	-0.0218785	1.21841e-06	-0.0224912	1.20332e-06	-0.0263035	1.21848e-06	-0.0259328	1.20341e-06	-0.0243509	1.21837e-06	-0.0238144	1.2032e-06	-0.0212371	1.21832e-06	-0.0226998	1.20333e-06	-0.024544	1.21804e-06	-0.0252938	1.20301e-06	-0.0239873	1.21833e-06	-0.0230825	1.20325e-06	-0.0244057	1.21841e-06	-0.0264561	1.20337e-06	-0.0249636	1.21846e-06	-0.0234163	1.20345e-06	-0.0258017	1.21859e-06	-0.0259972	1.20353e-06	-0.0253749	1.21857e-06	-0.025425	0.508525	0.421757	0.508934	0.422521	0.508523	0.422596	0.508845	0.423064	0.508438	0.421694	0.508189	0.422387	0.508279	0.421221	0.508883	0.421022	0.508169	0.423529	0.508542	0.422413	0.50844	0.42284	0.508547	0.420538	0.508761	0.423505	90.1354	71.4431	90.1435	72.6508	90.1325	72.9367	90.1823	71.5774	90.1459	69.6611	90.1892	70.6542	90.1774	72.7035	90.1552	72.3537	90.2119	66.8926	90.2524	68.3802	90.257	68.0047	90.2681	67.4396	90.2004	68.2873
